,Dtype,sample_data_1,sample_data_2,sample_data_3,sample_data_4,sample_data_5,max,min,mean,std,median,Correlation with price_doc,top_corr_1,top_corr_2,top_corr_3,top_corr_4,top_corr_5,missing_values_count,missing_values_percentage,Drop it,Importance_level,Comment
timestamp_2013-04-26,,,,,,,,,,,,,sub_area_Perovo,oil_chemistry_raion_yes,sub_area_Savelovskoe,sub_area_Nagatinskij Zaton,sub_area_Moskvorech'e-Saburovo,0.0,0.0,0,1, 
timestamp_2013-04-27,,,,,,,,,,,,,sub_area_Jaroslavskoe,sub_area_Juzhnoe Medvedkovo,sub_area_Kuz'minki,sub_area_Kosino-Uhtomskoe,sub_area_Birjulevo Vostochnoe,0.0,0.0,0,1, 
timestamp_2013-04-28,,,,,,,,,,,,,sub_area_Birjulevo Zapadnoe,railroad_1line_yes,sub_area_Poselenie Vnukovskoe,thermal_power_plant_raion_yes,incineration_raion_yes,0.0,0.0,0,1, 
timestamp_2013-04-29,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,sub_area_Sokol'niki,sub_area_Perovo,oil_chemistry_raion_yes,hospital_beds_raion,0.0,0.0,0,1, 
timestamp_2013-04-30,,,,,,,,,,,,,sub_area_Poselenie Voronovskoe,sub_area_Troickij okrug,sub_area_Chertanovo Central'noe,sub_area_Novogireevo,sub_area_Koptevo,0.0,0.0,0,1, 
timestamp_2013-05-04,,,,,,,,,,,,,sub_area_Mitino,sub_area_Staroe Krjukovo,sub_area_Prospekt Vernadskogo,sub_area_Cheremushki,sub_area_Severnoe Medvedkovo,0.0,0.0,0,1, 
timestamp_2013-05-06,,,,,,,,,,,,,sub_area_Poselenie Mosrentgen,railroad_station_avto_km,railroad_station_walk_min,railroad_station_walk_km,sub_area_Poselenie Sosenskoe,0.0,0.0,0,1, 
timestamp_2013-05-07,,,,,,,,,,,,,green_zone_km,sub_area_Lefortovo,sub_area_Nekrasovka,sub_area_Shhukino,sub_area_Taganskoe,0.0,0.0,0,1, 
timestamp_2013-05-08,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,product_type_OwnerOccupier,sub_area_Nizhegorodskoe,sub_area_Strogino,sub_area_Basmannoe,0.0,0.0,0,1, 
timestamp_2013-05-11,,,,,,,,,,,,,build_count_after_1995,sub_area_Krylatskoe,sub_area_Juzhnoe Butovo,build_count_monolith,build_count_panel,0.0,0.0,0,1, 
timestamp_2013-05-13,,,,,,,,,,,,,sub_area_Poselenie Mosrentgen,sub_area_Dorogomilovo,product_type_OwnerOccupier,sub_area_Staroe Krjukovo,sub_area_Jaroslavskoe,0.0,0.0,0,1, 
timestamp_2013-05-14,,,,,,,,,,,,,floor,sub_area_Poselenie Sosenskoe,sub_area_Ostankinskoe,sub_area_Jakimanka,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2013-05-15,,,,,,,,,,,,,product_type_OwnerOccupier,sub_area_Poselenie Sosenskoe,sub_area_Mitino,sub_area_Basmannoe,ecology_no data,0.0,0.0,0,1, 
timestamp_2013-05-16,,,,,,,,,,,,,sub_area_Poselenie Shherbinka,product_type_OwnerOccupier,sub_area_Poselenie Sosenskoe,catering_km,sub_area_Meshhanskoe,0.0,0.0,0,1, 
timestamp_2013-05-17,,,,,,,,,,,,,cafe_sum_3000_max_price_avg,product_type_OwnerOccupier,cafe_avg_price_3000,sub_area_Poselenie Sosenskoe,cafe_sum_3000_min_price_avg,0.0,0.0,0,1, 
timestamp_2013-05-18,,,,,,,,,,,,,sub_area_Donskoe,sub_area_Teplyj Stan,sub_area_Danilovskoe,ID_bus_terminal,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2013-05-20,,,,,,,,,,,,,sub_area_Nekrasovka,product_type_OwnerOccupier,incineration_raion_yes,cemetery_km,ID_big_road2,0.0,0.0,0,1, 
timestamp_2013-05-21,,,,,,,,,,,,,sub_area_Arbat,leisure_count_500,cafe_sum_3000_min_price_avg,green_zone_km,sub_area_Hamovniki,0.0,0.0,0,1, 
timestamp_2013-05-22,,,,,,,,,,,,,sub_area_Novo-Peredelkino,product_type_OwnerOccupier,sub_area_Poselenie Sosenskoe,sub_area_Meshhanskoe,big_market_raion_yes,0.0,0.0,0,1, 
timestamp_2013-05-23,,,,,,,,,,,,,product_type_OwnerOccupier,sub_area_Poselenie Voskresenskoe,sub_area_Nekrasovka,zd_vokzaly_avto_km,big_road2_km,0.0,0.0,0,1, 
timestamp_2013-05-24,,,,,,,,,,,,,sub_area_Poselenie Moskovskij,sub_area_Marfino,sub_area_Nagatino-Sadovniki,sub_area_Orehovo-Borisovo Severnoe,big_road2_km,0.0,0.0,0,1, 
timestamp_2013-05-25,,,,,,,,,,,,,sub_area_Ajeroport,sub_area_Lianozovo,sub_area_Taganskoe,sub_area_Severnoe Butovo,market_count_500,0.0,0.0,0,1, 
timestamp_2013-05-27,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,sub_area_Mitino,sub_area_Silino,big_market_raion_yes,water_km,0.0,0.0,0,1, 
timestamp_2013-05-28,,,,,,,,,,,,,sub_area_Beskudnikovskoe,sub_area_Meshhanskoe,sub_area_Mitino,sub_area_Filevskij Park,sub_area_Troickij okrug,0.0,0.0,0,1, 
timestamp_2013-05-29,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,green_zone_km,big_market_raion_yes,product_type_OwnerOccupier,ecology_no data,0.0,0.0,0,1, 
timestamp_2013-05-30,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,big_market_raion_yes,product_type_OwnerOccupier,build_count_1971-1995,sub_area_Meshhanskoe,0.0,0.0,0,1, 
timestamp_2013-05-31,,,,,,,,,,,,,sub_area_Nekrasovka,sub_area_Sokol'niki,catering_km,incineration_raion_yes,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2013-06-01,,,,,,,,,,,,,sub_area_Gagarinskoe,sub_area_Filevskij Park,mosque_count_500,big_road1_1line_yes,sub_area_Perovo,0.0,0.0,0,1, 
timestamp_2013-06-02,,,,,,,,,,,,,sub_area_Novo-Peredelkino,build_count_frame,build_count_mix,sub_area_Solncevo,build_count_wood,0.0,0.0,0,1, 
timestamp_2013-06-03,,,,,,,,,,,,,sub_area_Ajeroport,sub_area_Troparevo-Nikulino,incineration_raion_yes,sub_area_Nekrasovka,green_zone_km,0.0,0.0,0,1, 
timestamp_2013-06-04,,,,,,,,,,,,,sub_area_Zamoskvorech'e,sub_area_Pechatniki,sub_area_Orehovo-Borisovo Severnoe,green_zone_km,sub_area_Fili Davydkovo,0.0,0.0,0,1, 
timestamp_2013-06-05,,,,,,,,,,,,,sub_area_Pechatniki,sub_area_Dorogomilovo,sub_area_Butyrskoe,sub_area_Juzhnoportovoe,sub_area_Poselenie Moskovskij,0.0,0.0,0,1, 
timestamp_2013-06-06,,,,,,,,,,,,,sub_area_Poselenie Rjazanovskoe,sub_area_Gagarinskoe,sub_area_Prospekt Vernadskogo,sub_area_Mar'ino,green_zone_km,0.0,0.0,0,1, 
timestamp_2013-06-07,,,,,,,,,,,,,sub_area_Novo-Peredelkino,sub_area_Ramenki,sub_area_Severnoe Tushino,sub_area_Moskvorech'e-Saburovo,ecology_satisfactory,0.0,0.0,0,1, 
timestamp_2013-06-08,,,,,,,,,,,,,sub_area_Basmannoe,office_count_500,cafe_count_500_price_1000,cafe_count_500_price_1500,build_count_before_1920,0.0,0.0,0,1, 
timestamp_2013-06-10,,,,,,,,,,,,,sub_area_Zapadnoe Degunino,railroad_1line_yes,prom_part_1500,water_km,prom_part_2000,0.0,0.0,0,1, 
timestamp_2013-06-11,,,,,,,,,,,,,sub_area_Chertanovo Central'noe,railroad_station_avto_min,sub_area_Sokol,sub_area_Ostankinskoe,railroad_station_avto_km,0.0,0.0,0,1, 
timestamp_2013-06-12,,,,,,,,,,,,,sub_area_Juzhnoe Tushino,ecology_satisfactory,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,green_part_500,0.0,0.0,0,1, 
timestamp_2013-06-13,,,,,,,,,,,,,sub_area_Juzhnoportovoe,sub_area_Losinoostrovskoe,sub_area_Brateevo,sub_area_Obruchevskoe,sub_area_Presnenskoe,0.0,0.0,0,1, 
timestamp_2013-06-14,,,,,,,,,,,,,sub_area_Rostokino,sub_area_Altuf'evskoe,sub_area_Izmajlovo,sub_area_Vostochnoe Degunino,sub_area_Horoshevskoe,0.0,0.0,0,1, 
timestamp_2013-06-15,,,,,,,,,,,,,mosque_count_1500,sub_area_Meshhanskoe,mosque_count_500,sub_area_Severnoe Butovo,sub_area_Obruchevskoe,0.0,0.0,0,1, 
timestamp_2013-06-17,,,,,,,,,,,,,sub_area_Zamoskvorech'e,mosque_count_500,sub_area_Preobrazhenskoe,sub_area_Cheremushki,material,0.0,0.0,0,1, 
timestamp_2013-06-18,,,,,,,,,,,,,sub_area_Altuf'evskoe,sub_area_Hamovniki,sub_area_Krylatskoe,sub_area_Jaroslavskoe,sub_area_Sviblovo,0.0,0.0,0,1, 
timestamp_2013-06-19,,,,,,,,,,,,,sub_area_Sokol'niki,sub_area_Kurkino,sub_area_Tekstil'shhiki,sub_area_Marfino,big_road1_1line_yes,0.0,0.0,0,1, 
timestamp_2013-06-20,,,,,,,,,,,,,sub_area_Vnukovo,sub_area_Alekseevskoe,sub_area_Zapadnoe Degunino,sub_area_Poselenie Shherbinka,railroad_1line_yes,0.0,0.0,0,1, 
timestamp_2013-06-21,,,,,,,,,,,,,sub_area_Nekrasovka,incineration_raion_yes,sub_area_Basmannoe,ecology_good,ID_railroad_station_walk,0.0,0.0,0,1, 
timestamp_2013-06-22,,,,,,,,,,,,,sub_area_Mar'ina Roshha,sub_area_Dorogomilovo,sub_area_Altuf'evskoe,sub_area_Sviblovo,railroad_terminal_raion_yes,0.0,0.0,0,1, 
timestamp_2013-06-24,,,,,,,,,,,,,green_zone_km,sub_area_Poselenie Shherbinka,sub_area_Nekrasovka,sub_area_Ostankinskoe,incineration_raion_yes,0.0,0.0,0,1, 
timestamp_2013-06-25,,,,,,,,,,,,,green_zone_km,floor,sub_area_Nekrasovka,product_type_OwnerOccupier,sub_area_Basmannoe,0.0,0.0,0,1, 
timestamp_2013-06-26,,,,,,,,,,,,,sub_area_Troickij okrug,sub_area_Pokrovskoe Streshnevo,sub_area_Gol'janovo,sub_area_Tekstil'shhiki,cafe_sum_3000_max_price_avg,0.0,0.0,0,1, 
timestamp_2013-06-27,,,,,,,,,,,,,sub_area_Juzhnoportovoe,sub_area_Preobrazhenskoe,sub_area_Vnukovo,sub_area_Zamoskvorech'e,sub_area_Altuf'evskoe,0.0,0.0,0,1, 
timestamp_2013-06-28,,,,,,,,,,,,,sub_area_Akademicheskoe,thermal_power_plant_raion_yes,sub_area_Poselenie Desjonovskoe,sub_area_Lianozovo,nuclear_reactor_raion_yes,0.0,0.0,0,1, 
timestamp_2013-06-29,,,,,,,,,,,,,sub_area_Zjablikovo,sub_area_Novokosino,sub_area_Kotlovka,sub_area_Losinoostrovskoe,sub_area_Sokolinaja Gora,0.0,0.0,0,1, 
timestamp_2013-07-01,,,,,,,,,,,,,sub_area_Marfino,sub_area_Kon'kovo,floor,sub_area_Akademicheskoe,preschool_education_centers_raion,0.0,0.0,0,1, 
timestamp_2013-07-02,,,,,,,,,,,,,sub_area_Juzhnoe Medvedkovo,sub_area_Severnoe Butovo,sub_area_Begovoe,sub_area_Bibirevo,max_floor,0.0,0.0,0,1, 
timestamp_2013-07-03,,,,,,,,,,,,,sub_area_Vostochnoe,sub_area_Savelovskoe,sub_area_Vnukovo,sub_area_Metrogorodok,sub_area_Mitino,0.0,0.0,0,1, 
timestamp_2013-07-04,,,,,,,,,,,,,sub_area_Hamovniki,hospital_beds_raion,sub_area_Poselenie Voskresenskoe,build_count_foam,sub_area_Begovoe,0.0,0.0,0,1, 
timestamp_2013-07-05,,,,,,,,,,,,,sub_area_Troickij okrug,sub_area_Golovinskoe,sub_area_Kosino-Uhtomskoe,sub_area_Jakimanka,sub_area_Alekseevskoe,0.0,0.0,0,1, 
timestamp_2013-07-06,,,,,,,,,,,,,sub_area_Losinoostrovskoe,sub_area_Mozhajskoe,sub_area_Ivanovskoe,sub_area_Presnenskoe,radiation_raion_yes,0.0,0.0,0,1, 
timestamp_2013-07-08,,,,,,,,,,,,,sub_area_Metrogorodok,sub_area_Caricyno,market_count_1000,sub_area_Tekstil'shhiki,sub_area_Silino,0.0,0.0,0,1, 
timestamp_2013-07-09,,,,,,,,,,,,,sub_area_Lomonosovskoe,sub_area_Mozhajskoe,sub_area_Zapadnoe Degunino,sub_area_Mitino,state,0.0,0.0,0,1, 
timestamp_2013-07-10,,,,,,,,,,,,,sub_area_Marfino,railroad_1line_yes,sub_area_Poselenie Filimonkovskoe,water_km,ID_big_road2,0.0,0.0,0,1, 
timestamp_2013-07-11,,,,,,,,,,,,,sub_area_Obruchevskoe,sub_area_Metrogorodok,sub_area_Zjuzino,sub_area_Nizhegorodskoe,sub_area_Severnoe Tushino,0.0,0.0,0,1, 
timestamp_2013-07-12,,,,,,,,,,,,,sub_area_Arbat,cafe_count_1000_price_high,sub_area_Losinoostrovskoe,sub_area_Vyhino-Zhulebino,sub_area_Savelovskoe,0.0,0.0,0,1, 
timestamp_2013-07-13,,,,,,,,,,,,,sub_area_Babushkinskoe,sub_area_Lomonosovskoe,sub_area_Severnoe Medvedkovo,sub_area_Rjazanskij,sub_area_Mozhajskoe,0.0,0.0,0,1, 
timestamp_2013-07-14,,,,,,,,,,,,,sub_area_Strogino,detention_facility_raion_yes,trc_sqm_1500,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,0.0,0.0,0,1, 
timestamp_2013-07-15,,,,,,,,,,,,,sub_area_Arbat,sub_area_Rjazanskij,sub_area_Sokol'niki,sub_area_Poselenie Filimonkovskoe,sub_area_Mitino,0.0,0.0,0,1, 
timestamp_2013-07-16,,,,,,,,,,,,,sub_area_Novo-Peredelkino,sub_area_Caricyno,leisure_count_500,cafe_sum_3000_min_price_avg,cafe_avg_price_3000,0.0,0.0,0,1, 
timestamp_2013-07-17,,,,,,,,,,,,,sub_area_Vnukovo,sub_area_Moskvorech'e-Saburovo,sub_area_Matushkino,trc_sqm_500,church_count_1000,0.0,0.0,0,1, 
timestamp_2013-07-18,,,,,,,,,,,,,sub_area_Lefortovo,sub_area_Severnoe,sub_area_Ljublino,sport_count_500,school_education_centers_raion,0.0,0.0,0,1, 
timestamp_2013-07-19,,,,,,,,,,,,,railroad_1line_yes,sub_area_Babushkinskoe,sub_area_Juzhnoportovoe,sub_area_Horoshevskoe,sub_area_Troickij okrug,0.0,0.0,0,1, 
timestamp_2013-07-20,,,,,,,,,,,,,sub_area_Sokol,sub_area_Dmitrovskoe,sub_area_Severnoe Butovo,sub_area_Orehovo-Borisovo Juzhnoe,sub_area_Ochakovo-Matveevskoe,0.0,0.0,0,1, 
timestamp_2013-07-22,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Kosino-Uhtomskoe,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_sum_3000_min_price_avg,0.0,0.0,0,1, 
timestamp_2013-07-23,,,,,,,,,,,,,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_sum_3000_min_price_avg,sub_area_Poselenie Sosenskoe,radiation_raion_no,0.0,0.0,0,1, 
timestamp_2013-07-24,,,,,,,,,,,,,sub_area_Gagarinskoe,railroad_station_walk_min,railroad_station_walk_km,sub_area_Poselenie Voskresenskoe,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2013-07-25,,,,,,,,,,,,,sub_area_Marfino,sub_area_Meshhanskoe,sub_area_Poselenie Voskresenskoe,sub_area_Troparevo-Nikulino,sub_area_Donskoe,0.0,0.0,0,1, 
timestamp_2013-07-26,,,,,,,,,,,,,sub_area_Preobrazhenskoe,sub_area_Zjablikovo,sub_area_Poselenie Moskovskij,sub_area_Nekrasovka,sub_area_Timirjazevskoe,0.0,0.0,0,1, 
timestamp_2013-07-27,,,,,,,,,,,,,sub_area_Juzhnoe Medvedkovo,sub_area_Taganskoe,sub_area_Ljublino,state,sub_area_Zapadnoe Degunino,0.0,0.0,0,1, 
timestamp_2013-07-29,,,,,,,,,,,,,sub_area_Poselenie Kokoshkino,sub_area_Juzhnoe Tushino,state,sub_area_Gagarinskoe,sub_area_Ostankinskoe,0.0,0.0,0,1, 
timestamp_2013-07-30,,,,,,,,,,,,,sub_area_Poselenie Krasnopahorskoe,sub_area_Begovoe,sub_area_Gagarinskoe,sub_area_Hamovniki,railroad_1line_yes,0.0,0.0,0,1, 
timestamp_2013-07-31,,,,,,,,,,,,,sub_area_Begovoe,sub_area_Altuf'evskoe,state,sub_area_Levoberezhnoe,sub_area_Filevskij Park,0.0,0.0,0,1, 
timestamp_2013-08-01,,,,,,,,,,,,,sub_area_Nagornoe,mosque_count_1000,mosque_count_1500,sub_area_Prospekt Vernadskogo,sub_area_Ajeroport,0.0,0.0,0,1, 
timestamp_2013-08-02,,,,,,,,,,,,,sub_area_Poselenie Kokoshkino,sub_area_Krasnosel'skoe,sub_area_Dorogomilovo,sub_area_Meshhanskoe,state,0.0,0.0,0,1, 
timestamp_2013-08-03,,,,,,,,,,,,,sub_area_Levoberezhnoe,sub_area_Shhukino,sub_area_Teplyj Stan,sub_area_Sokolinaja Gora,sub_area_Zjuzino,0.0,0.0,0,1, 
timestamp_2013-08-05,,,,,,,,,,,,,sub_area_Perovo,oil_chemistry_raion_yes,sub_area_Lomonosovskoe,sub_area_Meshhanskoe,sub_area_Juzhnoe Medvedkovo,0.0,0.0,0,1, 
timestamp_2013-08-06,,,,,,,,,,,,,sub_area_Nekrasovka,incineration_raion_yes,cemetery_km,product_type_OwnerOccupier,ID_bus_terminal,0.0,0.0,0,1, 
timestamp_2013-08-07,,,,,,,,,,,,,sub_area_Basmannoe,sub_area_Donskoe,sub_area_Poselenie Sosenskoe,build_count_before_1920,cafe_sum_3000_max_price_avg,0.0,0.0,0,1, 
timestamp_2013-08-08,,,,,,,,,,,,,sub_area_Vostochnoe,sub_area_Sokol'niki,cafe_sum_5000_min_price_avg,cafe_avg_price_5000,cafe_sum_5000_max_price_avg,0.0,0.0,0,1, 
timestamp_2013-08-09,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Nekrasovka,cafe_count_1000_price_high,sub_area_Prospekt Vernadskogo,state,0.0,0.0,0,1, 
timestamp_2013-08-10,,,,,,,,,,,,,sub_area_Sokol,sub_area_Horoshevskoe,sub_area_Ramenki,sub_area_Ljublino,trc_sqm_2000,0.0,0.0,0,1, 
timestamp_2013-08-11,,,,,,,,,,,,,sub_area_Brateevo,big_market_raion_yes,ecology_excellent,industrial_km,market_count_3000,0.0,0.0,0,1, 
timestamp_2013-08-12,,,,,,,,,,,,,sub_area_Zjuzino,sub_area_Gagarinskoe,sub_area_Solncevo,sub_area_Babushkinskoe,sub_area_Cheremushki,0.0,0.0,0,1, 
timestamp_2013-08-13,,,,,,,,,,,,,sub_area_Mitino,sub_area_Nizhegorodskoe,ecology_good,build_count_after_1995,sub_area_Moskvorech'e-Saburovo,0.0,0.0,0,1, 
timestamp_2013-08-14,,,,,,,,,,,,,sub_area_Arbat,sub_area_Poselenie Krasnopahorskoe,sub_area_Poselenie Pervomajskoe,catering_km,sub_area_Savelovskoe,0.0,0.0,0,1, 
timestamp_2013-08-15,,,,,,,,,,,,,sub_area_Pechatniki,sub_area_Mitino,sub_area_Rostokino,sub_area_Jakimanka,sub_area_Prospekt Vernadskogo,0.0,0.0,0,1, 
timestamp_2013-08-16,,,,,,,,,,,,,sub_area_Sokol'niki,sub_area_Izmajlovo,sub_area_Meshhanskoe,sub_area_Basmannoe,sub_area_Poselenie Sosenskoe,0.0,0.0,0,1, 
timestamp_2013-08-17,,,,,,,,,,,,,sub_area_Altuf'evskoe,sub_area_Gagarinskoe,sub_area_Orehovo-Borisovo Juzhnoe,sub_area_Nekrasovka,school_education_centers_top_20_raion,0.0,0.0,0,1, 
timestamp_2013-08-19,,,,,,,,,,,,,sub_area_Ljublino,sub_area_Savelovskoe,sub_area_Poselenie Voskresenskoe,sub_area_Babushkinskoe,sub_area_Filevskij Park,0.0,0.0,0,1, 
timestamp_2013-08-20,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Savelovskoe,sub_area_Lianozovo,sub_area_Juzhnoe Medvedkovo,sub_area_Preobrazhenskoe,0.0,0.0,0,1, 
timestamp_2013-08-21,,,,,,,,,,,,,sub_area_Nekrasovka,incineration_raion_yes,ID_bus_terminal,cemetery_km,sub_area_Zamoskvorech'e,0.0,0.0,0,1, 
timestamp_2013-08-22,,,,,,,,,,,,,sub_area_Begovoe,product_type_OwnerOccupier,sub_area_Marfino,catering_km,sub_area_Prospekt Vernadskogo,0.0,0.0,0,1, 
timestamp_2013-08-23,,,,,,,,,,,,,sub_area_Moskvorech'e-Saburovo,sub_area_Krylatskoe,sub_area_Poselenie Voskresenskoe,big_road1_1line_yes,sub_area_Babushkinskoe,0.0,0.0,0,1, 
timestamp_2013-08-24,,,,,,,,,,,,,sub_area_Krasnosel'skoe,sub_area_Butyrskoe,sub_area_Juzhnoe Tushino,railroad_1line_yes,sub_area_Strogino,0.0,0.0,0,1, 
timestamp_2013-08-26,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,build_count_1921-1945,sub_area_Dorogomilovo,build_count_monolith,raion_build_count_with_builddate_info,0.0,0.0,0,1, 
timestamp_2013-08-27,,,,,,,,,,,,,build_year,state,sub_area_Vnukovo,market_count_500,sub_area_Basmannoe,0.0,0.0,0,1, 
timestamp_2013-08-28,,,,,,,,,,,,,sub_area_Lomonosovskoe,railroad_km,cafe_sum_5000_min_price_avg,cafe_avg_price_5000,cafe_sum_5000_max_price_avg,0.0,0.0,0,1, 
timestamp_2013-08-29,,,,,,,,,,,,,material,sub_area_Chertanovo Central'noe,incineration_raion_yes,sub_area_Sokol'niki,sub_area_Nekrasovka,0.0,0.0,0,1, 
timestamp_2013-08-30,,,,,,,,,,,,,sub_area_Prospekt Vernadskogo,sub_area_Vnukovo,material,sub_area_Mitino,floor,0.0,0.0,0,1, 
timestamp_2013-08-31,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Poselenie Voskresenskoe,sub_area_Babushkinskoe,sub_area_Horoshevskoe,sub_area_Beskudnikovskoe,0.0,0.0,0,1, 
timestamp_2013-09-02,,,,,,,,,,,,,sub_area_Metrogorodok,sub_area_Hamovniki,floor,sub_area_Filevskij Park,sub_area_Novo-Peredelkino,0.0,0.0,0,1, 
timestamp_2013-09-03,,,,,,,,,,,,,sub_area_Zamoskvorech'e,sub_area_Nizhegorodskoe,sub_area_Bogorodskoe,preschool_education_centers_raion,sub_area_Babushkinskoe,0.0,0.0,0,1, 
timestamp_2013-09-04,,,,,,,,,,,,,sub_area_Losinoostrovskoe,sub_area_Pechatniki,sub_area_Metrogorodok,sub_area_Poselenie Voskresenskoe,material,0.0,0.0,0,1, 
timestamp_2013-09-05,,,,,,,,,,,,,sub_area_Poselenie Kokoshkino,sub_area_Vojkovskoe,sub_area_Ljublino,sub_area_Marfino,sub_area_Hamovniki,0.0,0.0,0,1, 
timestamp_2013-09-06,,,,,,,,,,,,,sub_area_Kuncevo,sub_area_Ostankinskoe,sub_area_Meshhanskoe,sub_area_Nekrasovka,sub_area_Severnoe Izmajlovo,0.0,0.0,0,1, 
timestamp_2013-09-07,,,,,,,,,,,,,sub_area_Poselenie Moskovskij,sub_area_Alekseevskoe,sub_area_Vostochnoe Izmajlovo,green_part_3000,sub_area_Pechatniki,0.0,0.0,0,1, 
timestamp_2013-09-09,,,,,,,,,,,,,sub_area_Severnoe Butovo,green_part_1500,green_part_2000,sub_area_Lefortovo,green_part_1000,0.0,0.0,0,1, 
timestamp_2013-09-10,,,,,,,,,,,,,kitch_sq,sub_area_Chertanovo Central'noe,sub_area_Losinoostrovskoe,sub_area_Caricyno,sub_area_Mar'ino,0.0,0.0,0,1, 
timestamp_2013-09-11,,,,,,,,,,,,,sub_area_Juzhnoportovoe,sub_area_Vostochnoe Izmajlovo,sub_area_Metrogorodok,sub_area_Juzhnoe Butovo,build_count_slag,0.0,0.0,0,1, 
timestamp_2013-09-12,,,,,,,,,,,,,sub_area_Savelki,sub_area_Zapadnoe Degunino,sub_area_Nizhegorodskoe,sub_area_Nagornoe,sub_area_Krylatskoe,0.0,0.0,0,1, 
timestamp_2013-09-13,,,,,,,,,,,,,sub_area_Poselenie Mosrentgen,sub_area_Lomonosovskoe,sub_area_Shhukino,sub_area_Begovoe,sub_area_Marfino,0.0,0.0,0,1, 
timestamp_2013-09-14,,,,,,,,,,,,,sub_area_Zapadnoe Degunino,incineration_raion_yes,sub_area_Nekrasovka,sub_area_Shhukino,sub_area_Dmitrovskoe,0.0,0.0,0,1, 
timestamp_2013-09-16,,,,,,,,,,,,,sub_area_Metrogorodok,sub_area_Rostokino,sub_area_Sokol,sub_area_Gagarinskoe,sub_area_Matushkino,0.0,0.0,0,1, 
timestamp_2013-09-17,,,,,,,,,,,,,sub_area_Poselenie Krasnopahorskoe,sub_area_Kapotnja,sub_area_Begovoe,sub_area_Gagarinskoe,sub_area_Gol'janovo,0.0,0.0,0,1, 
timestamp_2013-09-18,,,,,,,,,,,,,sub_area_Jakimanka,church_count_1000,sub_area_Alekseevskoe,big_church_count_1000,church_count_1500,0.0,0.0,0,1, 
timestamp_2013-09-19,,,,,,,,,,,,,sub_area_Bibirevo,sub_area_Hamovniki,sub_area_Nekrasovka,sub_area_Matushkino,sub_area_Jaroslavskoe,0.0,0.0,0,1, 
timestamp_2013-09-20,,,,,,,,,,,,,sub_area_Solncevo,railroad_1line_yes,state,sub_area_Donskoe,sub_area_Novokosino,0.0,0.0,0,1, 
timestamp_2013-09-21,,,,,,,,,,,,,build_count_foam,sub_area_Kuncevo,sub_area_Jasenevo,sub_area_Horoshevo-Mnevniki,sub_area_Birjulevo Vostochnoe,0.0,0.0,0,1, 
timestamp_2013-09-23,,,,,,,,,,,,,sub_area_Zamoskvorech'e,sub_area_Matushkino,product_type_OwnerOccupier,sub_area_Poselenie Moskovskij,ID_bus_terminal,0.0,0.0,0,1, 
timestamp_2013-09-24,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,trc_sqm_500,ID_bus_terminal,product_type_OwnerOccupier,sub_area_Chertanovo Juzhnoe,0.0,0.0,0,1, 
timestamp_2013-09-25,,,,,,,,,,,,,sub_area_Zjuzino,cafe_sum_3000_min_price_avg,sub_area_Butyrskoe,cafe_avg_price_3000,cafe_sum_3000_max_price_avg,0.0,0.0,0,1, 
timestamp_2013-09-26,,,,,,,,,,,,,sub_area_Poselenie Voronovskoe,sub_area_Gagarinskoe,sub_area_Prospekt Vernadskogo,sub_area_Jasenevo,sub_area_Strogino,0.0,0.0,0,1, 
timestamp_2013-09-27,,,,,,,,,,,,,sub_area_Pechatniki,sub_area_Mozhajskoe,sub_area_Metrogorodok,market_count_500,green_part_1000,0.0,0.0,0,1, 
timestamp_2013-09-28,,,,,,,,,,,,,sub_area_Butyrskoe,sub_area_Vostochnoe Degunino,sub_area_Poselenie Voskresenskoe,sub_area_Nekrasovka,incineration_raion_yes,0.0,0.0,0,1, 
timestamp_2013-09-30,,,,,,,,,,,,,sub_area_Poselenie Klenovskoe,sub_area_Sokol,sub_area_Vyhino-Zhulebino,sub_area_Severnoe Tushino,sub_area_Poselenie Moskovskij,0.0,0.0,0,1, 
timestamp_2013-10-01,,,,,,,,,,,,,sub_area_Poselenie Kokoshkino,market_count_2000,sub_area_Zamoskvorech'e,state,hospital_beds_raion,0.0,0.0,0,1, 
